Name	YT Scope Project	
File	C:\Users\34468\Documents\GitHub\Selettori_Colori\Scope\Scope Project.csv	
Starttime of export	133286225188940000	lunedì 15 maggio 2023	13:08:38.894
Endtime of export	133286226059540000	lunedì 15 maggio 2023	13:10:05.954


Name	bMotorImpulse	Name	nColorSensor
SymbolComment	I1  (NC)	SymbolComment	I4
Data-Type	BIT	Data-Type	REAL32
SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	1	VariableSize	4
SymbolBased	True	SymbolBased	True
IndexGroup	61472	IndexGroup	16448
IndexOffset	450456	IndexOffset	385012
SymbolName	MAIN.stRawIn.bMotorImpulse	SymbolName	MAIN.stIn.nColorSensor
NetID	5.85.197.242.1.1	NetID	5.85.197.242.1.1
Port	852	Port	852
Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0

43390	0	43390	7,599719
43400	0	43400	7,599414
43410	0	43410	7,59880352
43420	0	43420	7,5991087
43430	0	43430	7,5991087
43440	1	43440	7,59727764
43450	1	43450	7,59666729
43460	1	43460	7,597583
43470	1	43470	7,598193
43480	1	43480	7,59849834
43490	1	43490	7,5991087
43500	1	43500	7,5991087
43510	1	43510	7,5991087
43520	1	43520	7,599414
43530	0	43530	7,5991087
43540	0	43540	7,5991087
43550	0	43550	7,599414
43560	0	43560	7,599719
43570	0	43570	7,5991087
43580	0	43580	7,59880352
43590	0	43590	7,59849834
43600	0	43600	7,598193
43610	0	43610	7,597583
43620	0	43620	7,59727764
43630	0	43630	7,59849834
43640	0	43640	7,599719
43650	0	43650	7,60093975
43660	1	43660	7,60093975
43670	1	43670	7,600024
43680	1	43680	7,601245
43690	1	43690	7,60246563
43700	1	43700	7,603381
43710	1	43710	7,603381
43720	1	43720	7,60246563
43730	1	43730	7,60216045
43740	0	43740	7,60216045
43750	0	43750	7,60216045
43760	0	43760	7,60155
43770	0	43770	7,60063457
43780	0	43780	7,601245
43790	0	43790	7,60246563
43800	0	43800	7,603076
43810	0	43810	7,60368633
43820	0	43820	7,60429668
43830	0	43830	7,60368633
43840	0	43840	7,60368633
43850	1	43850	7,60368633
43860	1	43860	7,603076
43870	1	43870	7,60216045
43880	1	43880	7,60216045
43890	1	43890	7,60246563
43900	1	43900	7,60155
43910	1	43910	7,60063457
43920	0	43920	7,60063457
43930	0	43930	7,60155
43940	0	43940	7,60216045
43950	0	43950	7,60185528
43960	0	43960	7,60185528
43970	0	43970	7,60246563
43980	0	43980	7,60368633
43990	0	43990	7,60399151
44000	0	44000	7,60368633
44010	0	44010	7,60368633
44020	0	44020	7,603381
44030	0	44030	7,603076
44040	1	44040	7,60216045
44050	1	44050	7,60185528
44060	1	44060	7,60185528
44070	1	44070	7,60063457
44080	1	44080	7,600024
44090	1	44090	7,60093975
44100	1	44100	7,60155
44110	0	44110	7,60155
44120	0	44120	7,60093975
44130	0	44130	7,60063457
44140	0	44140	7,60155
44150	0	44150	7,60185528
44160	0	44160	7,601245
44170	0	44170	7,60093975
44180	0	44180	7,600024
44190	0	44190	7,599414
44200	0	44200	7,599414
44210	0	44210	7,5991087
44220	0	44220	7,599414
44230	0	44230	7,599719
44240	1	44240	7,59880352
44250	1	44250	7,598193
44260	1	44260	7,599414
44270	1	44270	7,60063457
44280	1	44280	7,601245
44290	1	44290	7,60216045
44300	1	44300	7,603076
44310	1	44310	7,60399151
44320	0	44320	7,60399151
44330	0	44330	7,60368633
44340	0	44340	7,603381
44350	0	44350	7,603076
44360	0	44360	7,603381
44370	0	44370	7,60399151
44380	0	44380	7,60429668
44390	0	44390	7,603381
44400	0	44400	7,603381
44410	0	44410	7,603076
44420	0	44420	7,60185528
44430	0	44430	7,60216045
44440	0	44440	7,60368633
44450	0	44450	7,60429668
44460	0	44460	7,60399151
44470	1	44470	7,603076
44480	1	44480	7,603076
44490	1	44490	7,60429668
44500	1	44500	7,60399151
44510	1	44510	7,603381
44520	1	44520	7,603381
44530	1	44530	7,603076
44540	0	44540	7,60216045
44550	0	44550	7,60185528
44560	0	44560	7,60155
44570	0	44570	7,60093975
44580	0	44580	7,60063457
44590	0	44590	7,600024
44600	0	44600	7,599719
44610	0	44610	7,60063457
44620	0	44620	7,60093975
44630	0	44630	7,601245
44640	0	44640	7,60216045
44650	0	44650	7,603076
44660	0	44660	7,603076
44670	1	44670	7,603076
44680	1	44680	7,60216045
44690	1	44690	7,60246563
44700	1	44700	7,60246563
44710	1	44710	7,60216045
44720	1	44720	7,603076
44730	1	44730	7,60246563
44740	1	44740	7,60155
44750	0	44750	7,60093975
44760	0	44760	7,60063457
44770	0	44770	7,601245
44780	0	44780	7,60185528
44790	0	44790	7,60216045
44800	0	44800	7,60246563
44810	0	44810	7,603381
44820	0	44820	7,60368633
44830	0	44830	7,60399151
44840	0	44840	7,603381
44850	0	44850	7,60368633
44860	0	44860	7,60368633
44870	0	44870	7,603381
44880	0	44880	7,60368633
44890	0	44890	7,60399151
44900	1	44900	7,60246563
44910	1	44910	7,60246563
44920	1	44920	7,603076
44930	1	44930	7,60246563
44940	1	44940	7,60246563
44950	1	44950	7,60155
44960	1	44960	7,601245
44970	1	44970	7,60185528
44980	1	44980	7,603381
44990	1	44990	7,60399151
45000	0	45000	7,604602
45010	0	45010	7,604907
45020	0	45020	7,604602
45030	0	45030	7,604602
45040	0	45040	7,604602
45050	0	45050	7,604602
45060	0	45060	7,605212
45070	0	45070	7,60582256
45080	0	45080	7,60582256
45090	0	45090	7,605212
45100	0	45100	7,60429668
45110	0	45110	7,60399151
45120	0	45120	7,60368633
45130	0	45130	7,60399151
45140	0	45140	7,60399151
45150	0	45150	7,603381
45160	0	45160	7,603381
45170	0	45170	7,60368633
45180	0	45180	7,603381
45190	0	45190	7,603381
45200	0	45200	7,60429668
45210	0	45210	7,60429668
45220	0	45220	7,60429668
45230	0	45230	7,60429668
45240	0	45240	7,60399151
45250	0	45250	7,604602
45260	0	45260	7,60429668
45270	0	45270	7,60399151
45280	0	45280	7,60429668
45290	0	45290	7,60368633
45300	0	45300	7,60429668
45310	0	45310	7,604907
45320	0	45320	7,60399151
45330	0	45330	7,60368633
45340	0	45340	7,60429668
45350	0	45350	7,60368633
45360	0	45360	7,603381
45370	0	45370	7,60368633
45380	0	45380	7,603381
45390	0	45390	7,603381
45400	0	45400	7,60246563
45410	1	45410	7,601245
45420	1	45420	7,599414
45430	1	45430	7,599414
45440	1	45440	7,600024
45450	1	45450	7,60063457
45460	1	45460	7,601245
45470	1	45470	7,601245
45480	1	45480	7,601245
45490	0	45490	7,60216045
45500	0	45500	7,603076
45510	0	45510	7,60185528
45520	0	45520	7,60216045
45530	0	45530	7,603076
45540	0	45540	7,60246563
45550	0	45550	7,60155
45560	0	45560	7,60093975
45570	0	45570	7,60093975
45580	0	45580	7,601245
45590	0	45590	7,60185528
45600	0	45600	7,60216045
45610	1	45610	7,60155
45620	1	45620	7,60155
45630	1	45630	7,60246563
45640	1	45640	7,603076
45650	1	45650	7,60368633
45660	1	45660	7,60368633
45670	1	45670	7,60368633
45680	0	45680	7,60368633
45690	0	45690	7,60246563
45700	0	45700	7,60216045
45710	0	45710	7,60185528
45720	0	45720	7,60155
45730	0	45730	7,60155
45740	0	45740	7,60155
45750	0	45750	7,60246563
45760	0	45760	7,60368633
45770	0	45770	7,603076
45780	0	45780	7,60246563
45790	0	45790	7,60368633
45800	1	45800	7,60399151
45810	1	45810	7,60399151
45820	1	45820	7,60399151
45830	1	45830	7,603381
45840	1	45840	7,603076
45850	1	45850	7,60216045
45860	1	45860	7,60246563
45870	1	45870	7,60246563
45880	0	45880	7,60155
45890	0	45890	7,603076
45900	0	45900	7,60429668
45910	0	45910	7,605212
45920	0	45920	7,60612774
45930	0	45930	7,60612774
45940	0	45940	7,60612774
45950	0	45950	7,606433
45960	0	45960	7,60704327
45970	0	45970	7,60734844
45980	0	45980	7,60704327
45990	0	45990	7,60734844
46000	0	46000	7,60704327
46010	1	46010	7,60612774
46020	1	46020	7,606433
46030	1	46030	7,606433
46040	1	46040	7,60612774
46050	1	46050	7,606738
46060	1	46060	7,606433
46070	1	46070	7,606433
46080	1	46080	7,60612774
46090	1	46090	7,605212
46100	1	46100	7,605212
46110	1	46110	7,60612774
46120	1	46120	7,60612774
46130	1	46130	7,604907
46140	1	46140	7,604907
46150	1	46150	7,605212
46160	1	46160	7,605212
46170	1	46170	7,606433
46180	1	46180	7,60704327
46190	0	46190	7,60704327
46200	0	46200	7,606738
46210	0	46210	7,60704327
46220	0	46220	7,60704327
46230	0	46230	7,60704327
46240	0	46240	7,60734844
46250	0	46250	7,60734844
46260	0	46260	7,60734844
46270	0	46270	7,60734844
46280	0	46280	7,60734844
46290	0	46290	7,60734844
46300	0	46300	7,60734844
46310	0	46310	7,60704327
46320	0	46320	7,60734844
46330	0	46330	7,60734844
46340	0	46340	7,606738
46350	0	46350	7,60765457
46360	0	46360	7,60765457
46370	0	46370	7,60704327
46380	0	46380	7,606738
46390	0	46390	7,606738
46400	0	46400	7,60612774
46410	0	46410	7,60582256
46420	0	46420	7,60612774
46430	0	46430	7,60582256
46440	0	46440	7,605212
46450	0	46450	7,604602
46460	1	46460	7,603076
46470	1	46470	7,60368633
46480	1	46480	7,60582256
46490	1	46490	7,605212
46500	1	46500	7,604907
46510	1	46510	7,606433
46520	1	46520	7,606433
46530	1	46530	7,605212
46540	0	46540	7,605212
46550	0	46550	7,60612774
46560	0	46560	7,60612774
46570	0	46570	7,60582256
46580	0	46580	7,60612774
46590	0	46590	7,60704327
46600	0	46600	7,606433
46610	0	46610	7,604907
46620	0	46620	7,604602
46630	0	46630	7,605212
46640	0	46640	7,606738
46650	0	46650	7,60704327
46660	0	46660	7,606738
46670	1	46670	7,60704327
46680	1	46680	7,606433
46690	1	46690	7,60612774
46700	1	46700	7,60704327
46710	1	46710	7,606738
46720	1	46720	7,60582256
46730	1	46730	7,605212
46740	0	46740	7,604602
46750	0	46750	7,604602
46760	0	46760	7,603076
46770	0	46770	7,60155
46780	0	46780	7,60246563
46790	0	46790	7,60368633
46800	0	46800	7,60399151
46810	0	46810	7,60399151
46820	0	46820	7,60429668
46830	0	46830	7,604602
46840	0	46840	7,60368633
46850	1	46850	7,60399151
46860	1	46860	7,60429668
46870	1	46870	7,60368633
46880	1	46880	7,60429668
46890	1	46890	7,60399151
46900	1	46900	7,603076
46910	1	46910	7,60185528
46920	0	46920	7,601245
46930	0	46930	7,60155
46940	0	46940	7,60246563
46950	0	46950	7,60368633
46960	0	46960	7,60216045
46970	0	46970	7,601245
46980	0	46980	7,60155
46990	0	46990	7,60246563
47000	0	47000	7,60368633
47010	0	47010	7,60368633
47020	0	47020	7,60399151
47030	0	47030	7,60399151
47040	1	47040	7,60368633
47050	1	47050	7,60399151
47060	1	47060	7,60399151
47070	1	47070	7,603076
47080	1	47080	7,60216045
47090	1	47090	7,603076
47100	1	47100	7,60399151
47110	1	47110	7,604602
47120	0	47120	7,604602
47130	0	47130	7,605212
47140	0	47140	7,604602
47150	0	47150	7,604907
47160	0	47160	7,604602
47170	0	47170	7,604602
47180	0	47180	7,604602
47190	0	47190	7,60429668
47200	0	47200	7,60399151
47210	0	47210	7,60429668
47220	0	47220	7,60429668
47230	0	47230	7,60368633
47240	0	47240	7,60399151
47250	0	47250	7,603076
47260	1	47260	7,60216045
47270	1	47270	7,603381
47280	1	47280	7,60368633
47290	1	47290	7,60399151
47300	1	47300	7,605212
47310	1	47310	7,60612774
47320	1	47320	7,60582256
47330	1	47330	7,604907
47340	0	47340	7,604602
47350	0	47350	7,605212
47360	0	47360	7,605212
47370	0	47370	7,60765457
47380	0	47380	7,610096
47390	0	47390	7,608265
47400	0	47400	7,60612774
47410	0	47410	7,605212
47420	0	47420	7,604907
47430	0	47430	7,60612774
47440	0	47440	7,609791
47450	0	47450	7,611927
47460	1	47460	7,60887527
47470	1	47470	7,60734844
47480	1	47480	7,60765457
47490	1	47490	7,60765457
47500	1	47500	7,60765457
47510	1	47510	7,60704327
47520	1	47520	7,60704327
47530	0	47530	7,606433
47540	0	47540	7,60612774
47550	0	47550	7,60612774
47560	0	47560	7,604602
47570	0	47570	7,604602
47580	0	47580	7,605212
47590	0	47590	7,606738
47600	0	47600	7,60704327
47610	0	47610	7,60704327
47620	0	47620	7,606738
47630	0	47630	7,60704327
47640	1	47640	7,60734844
47650	1	47650	7,606738
47660	1	47660	7,606738
47670	1	47670	7,60582256
47680	1	47680	7,60582256
47690	1	47690	7,60612774
47700	1	47700	7,60582256
47710	1	47710	7,60429668
47720	0	47720	7,60429668
47730	0	47730	7,604602
47740	0	47740	7,60429668
47750	0	47750	7,60429668
47760	0	47760	7,604907
47770	0	47770	7,604907
47780	0	47780	7,604907
47790	0	47790	7,60399151
47800	0	47800	7,60368633
47810	0	47810	7,604602
47820	0	47820	7,60429668
47830	1	47830	7,60399151
47840	1	47840	7,60368633
47850	1	47850	7,603381
47860	1	47860	7,60185528
47870	1	47870	7,60093975
47880	1	47880	7,60216045
47890	1	47890	7,603381
47900	0	47900	7,60368633
47910	0	47910	7,60399151
47920	0	47920	7,60368633
47930	0	47930	7,60368633
47940	0	47940	7,604602
47950	0	47950	7,604907
47960	0	47960	7,60368633
47970	0	47970	7,60368633
47980	0	47980	7,60368633
47990	0	47990	7,60368633
48000	0	48000	7,60368633
48010	0	48010	7,60368633
48020	0	48020	7,604602
48030	0	48030	7,60399151
48040	0	48040	7,603381
48050	0	48050	7,60399151
48060	0	48060	7,60399151
48070	0	48070	7,60368633
48080	0	48080	7,603381
48090	0	48090	7,603381
48100	0	48100	7,60368633
48110	0	48110	7,603381
48120	0	48120	7,603076
48130	0	48130	7,60216045
48140	0	48140	7,603076
48150	0	48150	7,603381
48160	0	48160	7,603076
48170	0	48170	7,60246563
48180	0	48180	7,603076
48190	0	48190	7,603076
48200	0	48200	7,60216045
48210	0	48210	7,60216045
48220	0	48220	7,60185528
48230	0	48230	7,60155
48240	0	48240	7,60063457
48250	1	48250	7,59880352
48260	1	48260	7,5991087
48270	1	48270	7,60063457
48280	1	48280	7,60155
48290	1	48290	7,60216045
48300	1	48300	7,60216045
48310	1	48310	7,60216045
48320	1	48320	7,60246563
48330	0	48330	7,603381
48340	0	48340	7,60368633
48350	0	48350	7,60399151
48360	0	48360	7,60399151
48370	0	48370	7,603381
48380	0	48380	7,603076
48390	0	48390	7,603076
48400	0	48400	7,603076
48410	0	48410	7,60216045
48420	0	48420	7,60185528
48430	0	48430	7,60185528
48440	0	48440	7,603076
48450	1	48450	7,60246563
48460	1	48460	7,60155
48470	1	48470	7,60185528
48480	1	48480	7,601245
48490	1	48490	7,60093975
48500	1	48500	7,60093975
48510	1	48510	7,60063457
48520	0	48520	7,60063457
48530	0	48530	7,599414
48540	0	48540	7,598193
48550	0	48550	7,598193
48560	0	48560	7,598193
48570	0	48570	7,59727764
48580	0	48580	7,59849834
48590	0	48590	7,600024
48600	0	48600	7,601245
48610	0	48610	7,60185528
48620	0	48620	7,60246563
48630	0	48630	7,60155
48640	1	48640	7,601245
48650	1	48650	7,60185528
48660	1	48660	7,60155
48670	1	48670	7,60216045
48680	1	48680	7,60185528
48690	1	48690	7,60093975
48700	1	48700	7,600024
48710	0	48710	7,5991087
48720	0	48720	7,5991087
48730	0	48730	7,600024
48740	0	48740	7,60093975
48750	0	48750	7,60063457
48760	0	48760	7,60063457
48770	0	48770	7,601245
48780	0	48780	7,601245
48790	0	48790	7,601245
48800	0	48800	7,60093975
48810	0	48810	7,60093975
48820	0	48820	7,60063457
48830	0	48830	7,600024
48840	1	48840	7,599719
48850	1	48850	7,600024
48860	1	48860	7,599719
48870	1	48870	7,598193
48880	1	48880	7,59697247
48890	1	48890	7,59849834
48900	1	48900	7,599719
48910	0	48910	7,5991087
48920	0	48920	7,59880352
48930	0	48930	7,59880352
48940	0	48940	7,5991087
48950	0	48950	7,599414
48960	0	48960	7,599719
48970	0	48970	7,600024
48980	0	48980	7,599719
48990	0	48990	7,60063457
49000	0	49000	7,601245
49010	0	49010	7,601245
49020	0	49020	7,60063457
49030	0	49030	7,60063457
49040	1	49040	7,599414
49050	1	49050	7,599719
49060	1	49060	7,601245
49070	1	49070	7,60155
49080	1	49080	7,60185528
49090	1	49090	7,60216045
49100	1	49100	7,60246563
49110	0	49110	7,60246563
49120	0	49120	7,60216045
49130	0	49130	7,60246563
49140	0	49140	7,601245
49150	0	49150	7,60063457
49160	0	49160	7,60093975
49170	0	49170	7,60093975
49180	0	49180	7,599719
49190	0	49190	7,597583
49200	0	49200	7,597583
49210	0	49210	7,59849834
49220	0	49220	7,5991087
49230	1	49230	7,599414
49240	1	49240	7,599414
49250	1	49250	7,600024
49260	1	49260	7,599719
49270	1	49270	7,599414
49280	1	49280	7,599719
49290	1	49290	7,600024
49300	1	49300	7,600024
49310	0	49310	7,59880352
49320	0	49320	7,598193
49330	0	49330	7,597583
49340	0	49340	7,59727764
49350	0	49350	7,59697247
49360	0	49360	7,59727764
49370	0	49370	7,597583
49380	0	49380	7,597583
49390	0	49390	7,59849834
49400	0	49400	7,59880352
49410	0	49410	7,598193
49420	1	49420	7,59849834
49430	1	49430	7,599414
49440	1	49440	7,5991087
49450	1	49450	7,599414
49460	1	49460	7,60063457
49470	1	49470	7,600024
49480	1	49480	7,599414
49490	0	49490	7,5991087
49500	0	49500	7,5991087
49510	0	49510	7,599719
49520	0	49520	7,60063457
49530	0	49530	7,60155
49540	0	49540	7,60246563
49550	0	49550	7,60246563
49560	0	49560	7,60185528
49570	0	49570	7,60155
49580	0	49580	7,60155
49590	0	49590	7,60093975
49600	0	49600	7,601245
49610	1	49610	7,600024
49620	1	49620	7,599414
49630	1	49630	7,599719
49640	1	49640	7,598193
49650	1	49650	7,59727764
49660	1	49660	7,59727764
49670	1	49670	7,59849834
49680	0	49680	7,599414
49690	0	49690	7,599414
49700	0	49700	7,599719
49710	0	49710	7,600024
49720	0	49720	7,5991087
49730	0	49730	7,598193
49740	0	49740	7,59849834
49750	0	49750	7,598193
49760	0	49760	7,5991087
49770	0	49770	7,599719
49780	0	49780	7,599414
49790	0	49790	7,5991087
49800	0	49800	7,598193
49810	0	49810	7,59727764
49820	1	49820	7,59697247
49830	1	49830	7,59697247
49840	1	49840	7,597583
49850	1	49850	7,59849834
49860	1	49860	7,5991087
49870	1	49870	7,600024
49880	1	49880	7,60063457
49890	1	49890	7,600024
49900	0	49900	7,599414
49910	0	49910	7,5991087
49920	0	49920	7,599719
49930	0	49930	7,599414
49940	0	49940	7,599414
49950	0	49950	7,600024
49960	0	49960	7,599414
49970	0	49970	7,59880352
49980	0	49980	7,59880352
49990	0	49990	7,59849834
50000	0	50000	7,599414
50010	0	50010	7,599719
50020	0	50020	7,60155
50030	1	50030	7,603076
50040	1	50040	7,60216045
50050	1	50050	7,60216045
50060	1	50060	7,603381
50070	1	50070	7,603076
50080	1	50080	7,60185528
50090	1	50090	7,60155
50100	0	50100	7,60155
50110	0	50110	7,60155
50120	0	50120	7,601245
50130	0	50130	7,60063457
50140	0	50140	7,600024
50150	0	50150	7,60063457
50160	0	50160	7,60093975
50170	0	50170	7,601245
50180	0	50180	7,60185528
50190	0	50190	7,60216045
50200	0	50200	7,60246563
50210	0	50210	7,60246563
50220	1	50220	7,60216045
50230	1	50230	7,60185528
50240	1	50240	7,60185528
50250	1	50250	7,60093975
50260	1	50260	7,60155
50270	1	50270	7,60216045
50280	1	50280	7,601245
50290	1	50290	7,60063457
50300	0	50300	7,5991087
50310	0	50310	7,59880352
50320	0	50320	7,60093975
50330	0	50330	7,60216045
50340	0	50340	7,60246563
50350	0	50350	7,60216045
50360	0	50360	7,60216045
50370	0	50370	7,60185528
50380	0	50380	7,60185528
50390	0	50390	7,60216045
50400	0	50400	7,60216045
50410	0	50410	7,60216045
50420	1	50420	7,601245
50430	1	50430	7,60063457
50440	1	50440	7,60063457
50450	1	50450	7,599719
50460	1	50460	7,599719
50470	1	50470	7,60093975
50480	1	50480	7,60155
50490	0	50490	7,60155
50500	0	50500	7,60185528
50510	0	50510	7,60216045
50520	0	50520	7,603381
50530	0	50530	7,60399151
50540	0	50540	7,604602
50550	0	50550	7,60429668
50560	0	50560	7,60399151
50570	0	50570	7,60399151
50580	0	50580	7,60429668
50590	0	50590	7,60429668
50600	0	50600	7,60429668
50610	0	50610	7,60399151
50620	0	50620	7,60368633
50630	0	50630	7,603381
50640	0	50640	7,60216045
50650	1	50650	7,601245
50660	1	50660	7,60216045
50670	1	50670	7,60368633
50680	1	50680	7,60429668
50690	1	50690	7,605212
50700	1	50700	7,60612774
50710	1	50710	7,605212
50720	0	50720	7,60429668
50730	0	50730	7,60368633
50740	0	50740	7,60368633
50750	0	50750	7,60368633
50760	0	50760	7,60368633
50770	0	50770	7,60368633
50780	0	50780	7,60429668
50790	0	50790	7,60368633
50800	0	50800	7,60185528
50810	0	50810	7,60185528
50820	0	50820	7,603076
50830	0	50830	7,60368633
50840	0	50840	7,60216045
50850	1	50850	7,603076
50860	1	50860	7,604602
50870	1	50870	7,605212
50880	1	50880	7,604907
50890	1	50890	7,604907
50900	1	50900	7,605212
50910	1	50910	7,604907
50920	0	50920	7,604907
50930	0	50930	7,604602
50940	0	50940	7,60399151
50950	0	50950	7,60368633
50960	0	50960	7,60216045
50970	0	50970	7,603076
50980	0	50980	7,60368633
50990	0	50990	7,60399151
51000	0	51000	7,60429668
51010	0	51010	7,60429668
51020	0	51020	7,605212
51030	1	51030	7,604907
51040	1	51040	7,60399151
51050	1	51050	7,60429668
51060	1	51060	7,60399151
51070	1	51070	7,604602
51080	1	51080	7,60429668
51090	1	51090	7,603076
51100	1	51100	7,603076
51110	0	51110	7,60368633
51120	0	51120	7,60429668
51130	0	51130	7,60429668
51140	0	51140	7,60429668
51150	0	51150	7,605212
51160	0	51160	7,605212
51170	0	51170	7,604602
51180	0	51180	7,60429668
51190	0	51190	7,604602
51200	0	51200	7,60429668
51210	0	51210	7,603381
51220	1	51220	7,60246563
51230	1	51230	7,60185528
51240	1	51240	7,60185528
51250	1	51250	7,601245
51260	1	51260	7,60063457
51270	1	51270	7,60185528
51280	1	51280	7,60216045
51290	0	51290	7,60216045
51300	0	51300	7,60246563
51310	0	51310	7,603381
51320	0	51320	7,603076
51330	0	51330	7,603381
51340	0	51340	7,60399151
51350	0	51350	7,60216045
51360	0	51360	7,60155
51370	0	51370	7,60246563
51380	0	51380	7,60216045
51390	0	51390	7,60155
51400	0	51400	7,60063457
51410	0	51410	7,5991087
51420	1	51420	7,59849834
51430	1	51430	7,59880352
51440	1	51440	7,60093975
51450	1	51450	7,60185528
51460	1	51460	7,60093975
51470	1	51470	7,60093975
51480	1	51480	7,60093975
51490	0	51490	7,601245
51500	0	51500	7,601245
51510	0	51510	7,60093975
51520	0	51520	7,60155
51530	0	51530	7,60155
51540	0	51540	7,601245
51550	0	51550	7,60063457
51560	0	51560	7,600024
51570	0	51570	7,59880352
51580	0	51580	7,5991087
51590	0	51590	7,599719
51600	0	51600	7,5991087
51610	1	51610	7,599414
51620	1	51620	7,599719
51630	1	51630	7,599414
51640	1	51640	7,5991087
51650	1	51650	7,599414
51660	1	51660	7,5991087
51670	1	51670	7,59849834
51680	0	51680	7,598193
51690	0	51690	7,59697247
51700	0	51700	7,596362
51710	0	51710	7,594836
51720	0	51720	7,59392071
51730	0	51730	7,59392071
51740	0	51740	7,594836
51750	0	51750	7,596362
51760	0	51760	7,596362
51770	0	51770	7,596057
51780	0	51780	7,596362
51790	1	51790	7,596057
51800	1	51800	7,595752
51810	1	51810	7,59697247
51820	1	51820	7,597583
51830	1	51830	7,598193
51840	1	51840	7,59849834
51850	1	51850	7,597583
51860	1	51860	7,59727764
51870	0	51870	7,596362
51880	0	51880	7,596057
51890	0	51890	7,59697247
51900	0	51900	7,59849834
51910	0	51910	7,5991087
51920	0	51920	7,59880352
51930	0	51930	7,59849834
51940	0	51940	7,599414
51950	0	51950	7,599414
51960	0	51960	7,599414
51970	0	51970	7,5991087
51980	0	51980	7,5991087
51990	1	51990	7,5991087
52000	1	52000	7,5991087
52010	1	52010	7,59880352
52020	1	52020	7,59727764
52030	1	52030	7,59666729
52040	1	52040	7,59849834
52050	1	52050	7,599414
52060	0	52060	7,59849834
52070	0	52070	7,59849834
52080	0	52080	7,5991087
52090	0	52090	7,599414
52100	0	52100	7,599719
52110	0	52110	7,600024
52120	0	52120	7,599719
52130	0	52130	7,600024
52140	0	52140	7,600024
52150	0	52150	7,600024
52160	0	52160	7,599414
52170	0	52170	7,59880352
52180	0	52180	7,59849834
52190	0	52190	7,598193
52200	1	52200	7,597583
52210	1	52210	7,59849834
52220	1	52220	7,599414
52230	1	52230	7,599719
52240	1	52240	7,600024
52250	1	52250	7,60093975
52260	1	52260	7,601245
52270	1	52270	7,60093975
52280	0	52280	7,600024
52290	0	52290	7,599719
52300	0	52300	7,60063457
52310	0	52310	7,60155
52320	0	52320	7,601245
52330	0	52330	7,599719
52340	0	52340	7,599414
52350	0	52350	7,59880352
52360	0	52360	7,59880352
52370	0	52370	7,599719
52380	0	52380	7,600024
52390	0	52390	7,60093975
52400	0	52400	7,60093975
52410	1	52410	7,60063457
52420	1	52420	7,60093975
52430	1	52430	7,60216045
52440	1	52440	7,60185528
52450	1	52450	7,60155
52460	1	52460	7,60155
52470	1	52470	7,60093975
52480	0	52480	7,60063457
52490	0	52490	7,599414
52500	0	52500	7,599719
52510	0	52510	7,599719
52520	0	52520	7,598193
52530	0	52530	7,59880352
52540	0	52540	7,599719
52550	0	52550	7,60063457
52560	0	52560	7,601245
52570	0	52570	7,601245
52580	0	52580	7,60155
52590	0	52590	7,60185528
52600	0	52600	7,60185528
52610	0	52610	7,601245
52620	1	52620	7,60063457
52630	1	52630	7,60063457
52640	1	52640	7,60185528
52650	1	52650	7,601245
52660	1	52660	7,599719
52670	1	52670	7,599719
52680	1	52680	7,599719
52690	1	52690	7,599414
52700	1	52700	7,59849834
52710	0	52710	7,597583
52720	0	52720	7,59727764
52730	0	52730	7,597583
52740	0	52740	7,59849834
52750	0	52750	7,59849834
52760	0	52760	7,598193
52770	0	52770	7,59727764
52780	0	52780	7,596362
52790	0	52790	7,596362
52800	0	52800	7,596362
52810	0	52810	7,59514141
52820	0	52820	7,594531
52830	0	52830	7,59392071
52840	0	52840	7,594531
52850	1	52850	7,59514141
52860	1	52860	7,594531
52870	1	52870	7,594531
52880	1	52880	7,594531
52890	1	52890	7,59361553
52900	1	52900	7,594531
52910	1	52910	7,595752
52920	1	52920	7,595752
52930	0	52930	7,596057
52940	0	52940	7,596362
52950	0	52950	7,59666729
52960	0	52960	7,596362
52970	0	52970	7,59666729
52980	0	52980	7,59727764
52990	0	52990	7,598193
53000	0	53000	7,59849834
53010	0	53010	7,59727764
53020	0	53020	7,597583
53030	0	53030	7,598193
53040	0	53040	7,59697247
53050	0	53050	7,59697247
53060	0	53060	7,59697247
53070	0	53070	7,596362
53080	1	53080	7,595752
53090	1	53090	7,596057
53100	1	53100	7,596362
53110	1	53110	7,59697247
53120	1	53120	7,59727764
53130	1	53130	7,597583
53140	1	53140	7,59727764
53150	1	53150	7,597583
53160	1	53160	7,598193
53170	1	53170	7,59727764
53180	0	53180	7,59697247
53190	0	53190	7,59727764
53200	0	53200	7,596057
53210	0	53210	7,594836
53220	0	53220	7,59514141
53230	0	53230	7,594836
53240	0	53240	7,594531
53250	0	53250	7,59361553
53260	0	53260	7,592395
53270	0	53270	7,5927
53280	0	53280	7,594226
53290	0	53290	7,594531
53300	0	53300	7,594226
53310	1	53310	7,59392071
53320	1	53320	7,594836
53330	1	53330	7,594836
